date,colony,box,logger,species,details,Transponder Code:,Time:
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007ABF44A,21:48:53
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007ABF44A,21:48:55
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007ABF44A,21:48:56
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007ABF44A,21:48:58
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007AC34C9,21:49:02
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D11055,21:49:25
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D11055,21:49:27
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D11055,21:49:28
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D11055,21:49:29
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D11055,21:49:29
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D11055,21:49:30
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D11055,21:49:31
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D11055,21:49:32
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:34
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:35
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:35
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:36
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:37
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:38
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:39
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:40
2024-05-18,GB2,K44,LID32,Mbec,TQ,00071E2D31,21:49:41
2024-05-18,GB2,K44,LID32,Mbec,TQ,000786B8A2,21:50:13
2024-05-18,GB2,K44,LID32,Mbec,TQ,000786B8A2,21:50:14
2024-05-18,GB2,K44,LID32,Mbec,TQ,000786B8A2,21:50:15
2024-05-18,GB2,K44,LID32,Mbec,TQ,000786B8A2,21:50:16
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D109B4,21:50:43
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D109B4,21:50:44
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D109B4,21:50:45
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007D109B4,21:50:46
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007C1922C,21:50:53
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:40
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:41
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:42
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:43
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:44
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:45
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:46
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:47
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:48
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:49
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:50
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:51
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:52
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:53
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:54
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:55
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:55
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:56
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:57
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:58
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:00:59
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:01:00
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:01:01
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007CDB484,23:01:02
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:17
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:18
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:19
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:20
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:21
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:22
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:23
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:24
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:25
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:25
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:26
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:27
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:28
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:29
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:30
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:31
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:32
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:33
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:34
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:35
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:36
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:37
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:37
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:48
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:49
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:58
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:20:59
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:21:01
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:21:02
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:21:03
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:21:04
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:21:05
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:21:23
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:22:00
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:22:01
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:22:01
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:22:02
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:22:06
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,02:22:07
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:40
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:41
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:42
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:43
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:44
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:45
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:46
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:47
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:47
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:48
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:23:49
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:24:06
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:24:07
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:24:08
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:24:09
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,02:24:11
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC494F,04:40:04
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007D11055,04:41:21
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007D11055,04:41:22
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075D076C,04:48:09
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075B22B0,04:49:01
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075B22B0,04:49:05
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075B22B0,04:49:24
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075B22B0,04:49:37
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075B22B0,04:49:37
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075B22B0,04:49:39
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075B22B0,04:49:40
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007AC418B,04:50:16
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:17
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:19
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:20
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:22
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:23
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:23
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:24
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:25
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:26
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:27
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:28
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:53:29
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:57:17
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,04:58:25
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:16
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:17
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:29
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:30
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:31
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:32
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:54
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:55
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:56
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CDB484,04:59:57
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007CE0F3D,05:03:20
2024-05-19,GB2,K44,LID32,Mbec,TQ,0007D104DB,05:03:24
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075D879F,05:14:27
2024-05-19,GB2,K44,LID32,Mbec,TQ,00075D879F,05:14:28
2024-05-19,GB2,K44,LID32,Mbec,TQ,00079ABB95,10:08:31
2024-05-19,GB2,K44,LID32,Mbec,TQ,00079ABB95,10:08:33
2024-05-18,GB2,K81,LID37,Mbec,empty,00079ABB95,17:23:04
2024-05-18,GB2,K81,LID37,Mbec,empty,00079ABB95,17:23:05
2024-05-18,GB2,K81,LID37,Mbec,empty,000799A5EF,21:32:17
2024-05-18,GB2,K81,LID37,Mbec,empty,000799A5EF,21:32:18
2024-05-18,GB2,K81,LID37,Mbec,empty,000799A5EF,21:32:18
2024-05-18,GB2,K81,LID37,Mbec,empty,000799A5EF,21:32:19
2024-05-18,GB2,K81,LID37,Mbec,empty,0006E241C1,21:32:58
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:49
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:50
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:51
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:52
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:53
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:54
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:55
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:56
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D1062C,21:33:57
2024-05-18,GB2,K81,LID37,Mbec,empty,000783F377,21:37:02
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CE054D,21:37:49
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CE054D,21:37:54
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CE054D,21:37:55
2024-05-18,GB2,K81,LID37,Mbec,empty,0007AC8BE4,21:38:02
2024-05-18,GB2,K81,LID37,Mbec,empty,0007AC8BE4,21:38:03
2024-05-18,GB2,K81,LID37,Mbec,empty,000783F429,21:38:35
2024-05-18,GB2,K81,LID37,Mbec,empty,000783F429,21:38:36
2024-05-18,GB2,K81,LID37,Mbec,empty,0007AC0734,21:38:50
2024-05-18,GB2,K81,LID37,Mbec,empty,0007AC44BD,21:38:54
2024-05-18,GB2,K81,LID37,Mbec,empty,0007AC44BD,21:38:55
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CE12D7,21:38:59
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CE12D7,21:39:00
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CE12D7,21:39:01
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CE12D7,21:39:02
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D10482,21:39:30
2024-05-18,GB2,K81,LID37,Mbec,empty,0007D10482,21:39:31
2024-05-18,GB2,K81,LID37,Mbec,empty,0006B3BF04,21:39:38
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CDEB80,21:40:08
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CDEB80,21:40:09
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CDEB80,21:40:10
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CDEB80,21:40:11
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CDEB80,21:40:12
2024-05-18,GB2,K81,LID37,Mbec,empty,0007CDEB80,21:40:13
2024-05-18,GB2,K81,LID37,Mbec,empty,0006E239ED,21:40:18
2024-05-18,GB2,K81,LID37,Mbec,empty,0006E239ED,21:40:19
2024-05-19,GB2,K81,LID37,Mbec,empty,00079ABB95,11:12:39
2024-05-19,GB2,K81,LID37,Mbec,empty,00079ABB95,11:12:40
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0A62,21:35:27
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0A62,21:35:28
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0A62,21:35:29
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0A62,21:35:30
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0A62,21:35:31
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0A62,21:35:32
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0A62,21:35:33
2024-05-18,GB2,K89,LID31,Mbec,empty,00075D879F,21:35:55
2024-05-18,GB2,K89,LID31,Mbec,empty,00075D879F,21:35:57
2024-05-18,GB2,K89,LID31,Mbec,empty,0007AC5939,21:36:39
2024-05-18,GB2,K89,LID31,Mbec,empty,0007ACAC37,21:36:40
2024-05-18,GB2,K89,LID31,Mbec,empty,0007ABA539,21:37:15
2024-05-18,GB2,K89,LID31,Mbec,empty,0007ABA539,21:37:16
2024-05-18,GB2,K89,LID31,Mbec,empty,0007ABA539,21:37:17
2024-05-18,GB2,K89,LID31,Mbec,empty,0007ABC809,21:37:19
2024-05-18,GB2,K89,LID31,Mbec,empty,00075B22B0,21:37:27
2024-05-18,GB2,K89,LID31,Mbec,empty,000783CB2B,21:41:38
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D109BB,21:41:52
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D109BB,21:41:53
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D109BB,21:41:54
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D10BA0,21:42:03
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D10BA0,21:42:04
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CDB484,21:42:11
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CDB484,21:42:13
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CDB484,21:42:13
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CDB484,21:42:14
2024-05-18,GB2,K89,LID31,Mbec,empty,0006B3AC35,21:42:37
2024-05-18,GB2,K89,LID31,Mbec,empty,00079AAA3C,21:42:42
2024-05-18,GB2,K89,LID31,Mbec,empty,00075CE063,21:43:49
2024-05-18,GB2,K89,LID31,Mbec,empty,0007C18B80,21:44:32
2024-05-18,GB2,K89,LID31,Mbec,empty,0007C18B80,21:44:33
2024-05-18,GB2,K89,LID31,Mbec,empty,0007C18B80,21:44:34
2024-05-18,GB2,K89,LID31,Mbec,empty,0007C18B80,21:44:35
2024-05-18,GB2,K89,LID31,Mbec,empty,0007C18B80,21:44:36
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:48
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:49
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:50
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:51
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:52
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:53
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:54
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:55
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:56
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:57
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:58
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:58
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:44:59
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104DB,21:45:08
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104DB,21:45:09
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104DB,21:45:09
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104DB,21:45:12
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D1088C,21:45:23
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D1088C,21:45:24
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D1088C,21:45:25
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D1088C,21:45:26
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:36
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:37
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:38
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:39
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:40
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:40
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:41
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:43
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:43
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:46
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:47
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D0F1D5,21:45:48
2024-05-18,GB2,K89,LID31,Mbec,empty,00079A0255,21:45:52
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:46:04
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:46:04
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:46:05
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0F3D,21:46:31
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CE0F3D,21:46:33
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:46:56
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:46:57
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:46:58
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:46:59
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:00
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:00
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:01
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:02
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:03
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:04
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:06
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:07
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:07
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:08
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:09
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:10
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:11
2024-05-18,GB2,K89,LID31,Mbec,empty,0007AC494F,21:47:42
2024-05-18,GB2,K89,LID31,Mbec,empty,0007AC494F,21:47:43
2024-05-18,GB2,K89,LID31,Mbec,empty,0007AC494F,21:47:44
2024-05-18,GB2,K89,LID31,Mbec,empty,0007AC494F,21:47:45
2024-05-18,GB2,K89,LID31,Mbec,empty,0007AC494F,21:47:45
2024-05-18,GB2,K89,LID31,Mbec,empty,0007C18C52,21:47:48
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:54
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:57
2024-05-18,GB2,K89,LID31,Mbec,empty,0007D104D3,21:47:58
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CDDFAD,21:48:21
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CDDFAD,21:48:22
2024-05-18,GB2,K89,LID31,Mbec,empty,0007CDCC06,21:48:38
2024-05-18,GB2,K89,LID31,Mbec,empty,0007ABD4DC,21:48:48
2024-05-18,GB2,K89,LID31,Mbec,empty,0007ABD4DC,21:48:49
2024-05-19,GB2,K89,LID31,Mbec,empty,00079ABB95,10:17:16
2024-05-19,GB2,K89,LID31,Mbec,empty,00079ABB95,10:17:18
